,product_description,category,id
156,call dustin day day delivery anywhere london miles outside londonpay arrival peace minddivan bed classic divan beds available range different sizes colours coordinate types bedroom interior padded underbed drawers headboard give bed classic look appeal made highquality chipboard provide excellent support types mattresses divan bed loaded amazing features make desirable among customers wont regret decision buy bed worth every single penny lean comforting headboard relaxing reading bedtime book features option choose mattress headboardentails solid covered chipboard base sidesveneer lined inner body flooroption add base storage drawersbase sides made chipboard colours blackwhitegrey dimensions divan bed single divan bed approx headboard height cmbase height cm width cm divan length cm internal storage depth cm mattress required ft single small double divan bed approx headboard height cmbase height cm width cm divan length cm internal storage depth cm mattress required ft small double double divan bed approx headboard height cm base height cm width cm divan length cm internal storage depth cm mattress required ft inches double king size divan bed approx headboard height cm base height cm width cm divan length cm internal storage depth cm mattress required ft king size super king divan bed approx headboard height cm base height cm width cm divan length cminternal storage depth cm mattress required ft super kingsize deliverysamenextselect day delivery cash delivery buy us keep inventory threshold direct factory distributors pay item overheads multiple warehousing facilities across uk price match guarantee match genuine quote cash delivery upfront payment required text email call place order divan beds ltd building hopton roadwoolwich london united kingdomse tlcompany number,Home & Garden / Beds & Bedroom Furniture / Double Beds / Private,8d6fd295-4fed-4687-a55b-bddfb236b388
157,seater leather sofa used good condition length mcmdepth cm height cm collection,"Home & Garden / Dining, Living Room Furniture / Sofas, Armchairs & Suites / Private",248ba22c-0329-4132-aa33-0036b35d9884
161,family wooden ducks poor things cupboard years tallest one high heavy others high ono could maybe use coat varnish pick near spar st andrews,Home & Garden / Other Household Goods,ca4f0b85-219e-44e3-8e19-7b4425a2ffc4
167,brand new imported nomadic style rug popular rug left sizesize cm x cm reeds knots per meter ruggreat quality machine woven material polypropylenepick twickenham delivery courier payment advance required paypal stripe goods services,"Home & Garden / Dining, Living Room Furniture / Carpets & Flooring",42a88d02-fd52-4b6c-9206-4aba52c8aad5
168,oval mirrorheavy sturdy dark brown frame chain back hanging yrs oldcollect,"Home & Garden / Dining, Living Room Furniture / Mirrors, Clocks & Ornaments",156bc071-9bb5-43d0-a7f7-9b035f2ac7d7
169,silvercrest stand mixerdescriptionfor kneading mixing mixingspeed adjustable stepspowerful w motorlarge removable stainless steel mixing bowl volume approx lswivel arm button easy removal accessoriesincluding splash guard dough hook whisk flat broomdough hook whisk nonstick coating made teflonoverheating protectionmixing bowl approx lmixing bowl splash guard dough hook whisk flat whisk dishwasher safespecificationspower consumption wpackage contents x food processor x mixing bowl x splash guard x dough hook x whisk x flat whiskdimensionsoverall dimensions approx x x cmrobot without bowl approx x x cmbowl approx x x cmsplash guard approx x x cmdough hook approx x x cmflat broom approx x x cmwhisk approx x x cmdimensionstotal approx grobot without bowl approx gbowl approx gsplash protection approx gdough hook approx gflat whisk approx gwhisk approx gcolour blackitem weight kg,Home & Garden / Other Household Goods,36236122-ebe2-49a1-af27-6d6c1b74b2e9
170,black adjustable chaos good condition adjust height got nice pattern seat deliver needed one,"Home & Garden / Dining, Living Room Furniture / Chairs, Stools & Other Seating",5174e646-cbce-4810-b62f-a72de1b4845f
171,blush pink bedroom chairfrom smoke free pet free homeany questions please feel free askdinnington,"Home & Garden / Dining, Living Room Furniture / Chairs, Stools & Other Seating",ba308928-c5a4-4af8-9590-869a826b6729
172,two vintage postal script cushions neutral linen background carte postal stamps script one mm square mm x mm,"Home & Garden / Dining, Living Room Furniture / Other",0ceb9404-0ce0-42d9-89f9-70f85e02f4b3
173,recliner garden chair cushioncv huplease time wasters garden chair cushion posted fazila garden patio furniture garden furniture longford february,Home & Garden / Garden & Patio / Garden & Patio Furniture / Other Garden Furniture,4d7b3a53-a8f1-40a0-8102-23cf2d6a5da9
174,two sutcliffe highboardsdisplay cabinets condition new teak pair contents included buyer collectremove,"Home & Garden / Dining, Living Room Furniture / Other",cf4327db-88d8-4ca0-abf8-d95d43dbc5ec
175,heavy hand made marble ashtray paperweight ornament used latter made cornwallgreen felt underneath years old ish collect,"Home & Garden / Dining, Living Room Furniture / Mirrors, Clocks & Ornaments",11dfb402-e03c-44a6-856d-4991d6b6b852
176,solid framed marquee hire ideal garden function sizes availableplease include following details enquiry start end date postcode size marquee required known additional products lighting flooringany enquiries please hesitate callmessagewhatsapp kind regardslee,Home & Garden / Garden & Patio / Garden & Patio Furniture / Gazebos & Awnings,e7f11b31-6ac7-480c-b769-03f24322be72
177,gorgeous never used labels back retail selling inches diameter heavy,"Home & Garden / Dining, Living Room Furniture / Mirrors, Clocks & Ornaments",deec7300-f98f-4480-9249-f3a2dd031566
183,nice see buy wooden crates big short shelf crates used decorative elements shop windows also fit living room book shelves also store fruit vegetables products solid clean ready use need different crates please visit website email contact also use links popular marketplaces preferred payment option paypal please feel free contact uswe invite view offer company registration number vat number gb,Home & Garden / Other Household Goods,027ffeb7-ab6d-42ce-a772-d82507bbcdc7
184,vintage round glass partitioned glass bowl ideal snacks nuts tray etc collection hartburn ts,Home & Garden / Kitchenware & Accessories / Tableware / Glassware,2662f639-69ea-4061-ad53-542a97df747e
185,jml juice booster extractor rarely used good condition speeds,Home & Garden / Other Household Goods,3ed8e9c8-5a76-4210-9705-dc58889bd3c3
186,roman helmet made greece pottery ornament approx mm high mm diameter quite heavy,Home & Garden / Garden & Patio / Garden Building & Decoration / Pots & Ornaments,c7b4ad55-a784-4bb9-ac71-465afa619b62
187,brand new beds avaliable please text mecontact information whatsappwe sofas available herethanks,Home & Garden / Beds & Bedroom Furniture / Single Beds / Private,29bc0742-535a-4cde-90e0-0fa342b93272
188,large ikea storage unit holds around boxes around outside large shelves middle games console tv cm high cm wide slots together dowles dismantled ready collection last pic found looks like put together,"Home & Garden / Beds & Bedroom Furniture / Wardrobes, Shelving & Storage / Private",131896e7-78c3-4c4a-b059-99798f3c57c4
189,new ft bed posted samir beds bedroom furniture double beds sandwell january,Home & Garden / Beds & Bedroom Furniture / Double Beds / Private,2ed6f37d-73d9-457b-9810-5e7f2e0227c0
190,painted match room w cm x cm x hcm,Home & Garden / Other Household Goods,a3c134e3-b7a0-4f9a-a85b-89c414505ac6
191,new double bed posted samir beds bedroom furniture double beds sandwell january,Home & Garden / Beds & Bedroom Furniture / Double Beds / Private,c1f6b8cd-f3a4-47b0-a208-3af55e4fd262
192,elegance sofa setchesterfield upholstered sofafoam seatingavailable grey colour sofa dimensions seater l cm cm h cm seater l cm cm h cm,"Home & Garden / Dining, Living Room Furniture / Sofas, Armchairs & Suites / Private",b9948ebc-3fa0-4424-b6d7-09937fab9661
193,limited edition authentic doug hyde box canvas x inch overall size x inch originally purchased spires art omagh open offers,"Home & Garden / Dining, Living Room Furniture / Paintings & Pictures",ee5b1c61-d8ab-4479-9950-e2f9863516f9
197,freesmall square dining table cmxcm height cmdiscolouration face table could solved painting sanding restrainingslight separation one joints hardly noticeableall chairs good condition perfect small dining room kitchen table collection,"Home & Garden / Dining, Living Room Furniture / Dining Tables & Chairs",72667544-34fe-4ab7-84d6-3dabb1a480a5
198,used scented candles sale jar cash required self pick uponce sold non refundable,Home & Garden / Other Household Goods,3c2cf664-1675-45f0-a930-f587bb29bcfd
199,see pictures detail hcm w cm good condition beige picture wooden frame,"Home & Garden / Dining, Living Room Furniture / Paintings & Pictures",35b98414-bbfa-43f3-aa29-fd541e5e9c31
200,x large red light fittings shade see pics detailscircumference ft height cmboth good condition,"Home & Garden / Dining, Living Room Furniture / Lighting & Fittings",30c95ba5-af48-4f77-a3ae-57eae0b34676
201,banksy style canvas printsmounted wooden frames see photolength cmwidth cmdepth cmwill split collection eachmore sizes available see separate post,"Home & Garden / Dining, Living Room Furniture / Paintings & Pictures",fc4f2a43-62cc-42c1-aa8e-3fa1e78cbc12
202,hostess buffet serverdescription picsused boxed good working order,Home & Garden / Other Household Goods,45209fb7-6be9-44d3-b7cb-c6787718b8ba
203,steel elite circulon stockpotcml covered stockpotstill box never usedbought,Home & Garden / Kitchenware & Accessories / Cookware / Pots & Pans,c50e96f8-80bd-4118-8101-6f10f42b9033
204,girls trolls carpet basically brand new floor days theme changed x approx,"Home & Garden / Dining, Living Room Furniture / Carpets & Flooring",23d90aaf-a967-45a0-84d6-6517dd4f5f33
205,fusion next complete set consisting x cushion covers king size duvet cover x pillow cases one set matching curtains months old great condition still sale next,Home & Garden / Other Household Goods,57cbabe3-aac1-459b-9843-cdcee15eca7e
